marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,ventas_unidades,ventas_ingresos,utilidad,score_latente,exito
CerealNova,cereal,retail,39.91,22.36,17.55,43.97,8,82,34,media,5,"Está bien, cumple",0,40.0,0,11965,477523.15,209985.75,12.37,0
VitalMix,cereal,marketplace,100.08,53.4,46.68,46.64,9,80,47,alta,5,"Está bien, cumple",0,40.0,0,7838,784427.04,365877.84,0.58,0
CornCrisp,cereal,retail,75.16,43.86,31.3,41.64,7,90,43,media,6,Es un cereal promedio,0,47.0,0,13338,1002484.08,417479.4,29.81,1
CrunchMax,cereal,marketplace,135.79,98.22,37.57,27.67,5,49,32,baja,4,No me convence el producto,-1,18.0,0,2559,347486.61,96141.63,4.17,0
FitMorning,cereal,retail,102.99,50.96,52.03,50.52,8,62,70,media,3,No lo volvería a comprar,-1,11.0,0,5623,579112.77,292564.69,7.59,0
FitMorning,cereal,retail,107.36,48.47,58.89,54.85,9,63,81,baja,7,"Nada extraordinario, pero ok",0,54.0,0,6418,689036.48,377956.02,11.0,0
CerealNova,cereal,marketplace,84.48,56.05,28.43,33.65,8,88,42,media,5,Podría mejorar el sabor,0,40.0,0,8225,694848.0,233836.75,3.36,0
CerealNova,cereal,marketplace,73.74,50.98,22.76,30.87,6,83,39,media,5,"Nada extraordinario, pero ok",0,40.0,0,9944,733270.56,226325.44,15.36,0
GoldenGrain,cereal,retail,83.39,44.26,39.13,46.92,6,77,63,alta,4,No me gustó el sabor,-1,18.0,0,11657,972077.23,456138.41,29.08,1
KidsStar,cereal,retail,83.36,44.41,38.95,46.73,9,79,90,media,6,Podría mejorar el sabor,0,47.0,0,11969,997735.84,466192.55,9.96,0
FitMorning,cereal,retail,72.35,38.64,33.71,46.59,10,87,66,media,7,"Está bien, cumple",0,54.0,0,13909,1006316.15,468872.39,10.46,0
CrunchMax,cereal,retail,86.78,52.0,34.78,40.08,6,76,41,alta,8,Me encanta el sabor y la textura,1,76.0,1,13883,1204766.74,482850.74,36.6,1
CerealNova,cereal,retail,91.3,50.18,41.12,45.04,3,64,44,media,6,Lo compraría solo en promoción,0,47.0,0,9651,881136.3,396849.12,33.11,1
VitalMix,cereal,retail,127.87,78.15,49.72,38.88,8,53,64,baja,5,"Nada extraordinario, pero ok",0,40.0,0,3537,452276.19,175859.64,0.67,0
KidsStar,cereal,retail,69.54,38.45,31.09,44.71,6,100,50,media,7,"Está bien, cumple",0,54.0,0,19093,1327727.22,593601.37,40.58,1
GoldenGrain,cereal,retail,112.14,63.83,48.31,43.08,9,75,43,alta,7,"Está bien, cumple",0,54.0,0,7867,882205.38,380054.77,13.47,0
FiberPlus,cereal,marketplace,101.77,69.14,32.63,32.06,7,76,72,media,7,"Nada extraordinario, pero ok",0,54.0,0,8868,902496.36,289362.84,24.2,1
CornCrisp,cereal,retail,86.15,40.12,46.03,53.43,6,75,72,media,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,14363,1237372.45,661128.89,38.95,1
CrunchMax,cereal,marketplace,103.64,76.99,26.65,25.71,6,67,67,baja,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,8292,859382.88,220981.8,18.75,0
CerealNova,cereal,retail,49.22,22.64,26.58,54.0,5,100,56,alta,8,Se siente premium y de buena calidad,1,76.0,1,27363,1346806.86,727308.54,70.68,1
VitalMix,cereal,retail,122.84,79.9,42.94,34.96,7,63,87,media,8,Gran relación calidad-precio,1,76.0,1,8165,1002988.6,350605.1,18.46,0
FitMorning,cereal,retail,142.81,70.96,71.85,50.31,9,63,66,media,8,Gran relación calidad-precio,1,76.0,1,5199,742469.19,373548.15,4.14,0
VitalMix,cereal,retail,147.2,83.01,64.19,43.61,6,68,56,alta,5,Es un cereal promedio,0,40.0,0,5402,795174.4,346754.38,19.29,0
FiberPlus,cereal,retail,168.3,110.19,58.11,34.53,7,50,61,baja,7,Lo compraría solo en promoción,0,54.0,0,3621,609414.3,210416.31,-4.14,0
GoldenGrain,cereal,retail,104.29,50.02,54.27,52.04,6,60,68,media,5,Podría mejorar el sabor,0,40.0,0,7940,828062.6,430903.8,15.54,0
KidsStar,cereal,retail,80.13,44.68,35.45,44.24,4,87,53,alta,8,Me encanta el sabor y la textura,1,76.0,1,21014,1683851.82,744946.3,61.5,1
KidsStar,cereal,marketplace,48.87,28.46,20.41,41.76,7,72,56,media,10,"Me gusta mucho esta marca, la volvería a comprar",1,90.0,1,14818,724155.66,302435.38,30.27,1
FiberPlus,cereal,retail,88.96,58.94,30.02,33.75,8,63,49,media,6,Es un cereal promedio,0,47.0,0,8459,752512.64,253939.18,0.33,0
FitMorning,cereal,marketplace,125.46,62.41,63.05,50.26,10,45,74,baja,7,Es un cereal promedio,0,54.0,0,3302,414268.92,208191.1,-13.68,0
FiberPlus,cereal,marketplace,91.35,52.2,39.15,42.86,6,69,77,media,7,"Nada extraordinario, pero ok",0,54.0,0,9436,861978.6,369419.4,35.86,1
FiberPlus,cereal,retail,96.79,44.41,52.38,54.12,8,61,86,media,8,Me encanta el sabor y la textura,1,76.0,1,9946,962673.34,520971.48,28.73,1
CornCrisp,cereal,retail,100.32,46.3,54.02,53.85,8,55,50,media,5,Lo compraría solo en promoción,0,40.0,0,5460,547747.2,294949.2,13.94,0
CrunchMax,cereal,retail,58.77,37.58,21.19,36.06,6,88,28,alta,7,"Nada extraordinario, pero ok",0,54.0,0,17065,1002910.05,361607.35,27.14,1
HoneyOats,cereal,retail,88.83,56.16,32.67,36.78,8,81,52,media,7,"Está bien, cumple",0,54.0,0,10580,939821.4,345648.6,17.19,0
FitMorning,cereal,marketplace,132.34,85.18,47.16,35.64,6,43,69,baja,7,Podría mejorar el sabor,0,54.0,0,3692,488599.28,174114.72,-1.89,0
FiberPlus,cereal,retail,129.57,69.22,60.35,46.58,7,69,78,media,6,Es un cereal promedio,0,47.0,0,6309,817457.13,380748.15,14.2,0
CornCrisp,cereal,retail,89.69,44.8,44.89,50.05,9,87,38,alta,5,Lo compraría solo en promoción,0,40.0,0,9721,871876.49,436375.69,2.61,0
GoldenGrain,cereal,retail,132.42,72.46,59.96,45.28,9,57,54,baja,4,No conecté con la marca,-1,18.0,0,3006,398054.52,180239.76,-14.22,0
HoneyOats,cereal,retail,99.35,46.09,53.26,53.61,7,73,64,alta,7,Podría mejorar el sabor,0,54.0,0,10018,995288.3,533558.68,39.27,1
CornCrisp,cereal,retail,70.17,32.81,37.36,53.24,8,76,50,alta,5,Es un cereal promedio,0,40.0,0,12367,867792.39,462031.12,22.21,1
HoneyOats,cereal,marketplace,70.1,37.08,33.02,47.1,4,67,44,media,8,Gran relación calidad-precio,1,76.0,1,11485,805098.5,379234.7,43.63,1
KidsStar,cereal,retail,87.32,43.25,44.07,50.47,10,67,72,baja,6,"Está bien, cumple",0,47.0,0,7574,661361.68,333786.18,-2.48,0
KidsStar,cereal,marketplace,90.43,58.94,31.49,34.82,7,90,59,alta,6,"Está bien, cumple",0,47.0,0,11691,1057217.13,368149.59,20.93,1
CerealNova,cereal,retail,77.27,47.49,29.78,38.54,9,72,66,media,7,"Está bien, cumple",0,54.0,0,10572,816898.44,314834.16,13.8,0
CrunchMax,cereal,retail,71.24,39.19,32.05,44.99,9,85,45,alta,6,Podría mejorar el sabor,0,47.0,0,13407,955114.68,429694.35,3.91,0
VitalMix,cereal,retail,90.63,56.59,34.04,37.56,10,62,64,baja,5,Podría mejorar el sabor,0,40.0,0,6889,624350.07,234501.56,-13.93,0
HoneyOats,cereal,retail,86.67,47.85,38.82,44.79,7,78,54,alta,5,Es un cereal promedio,0,40.0,0,10467,907174.89,406328.94,27.19,1
ChocoBoom,cereal,retail,96.37,52.06,44.31,45.98,4,72,52,media,7,"Nada extraordinario, pero ok",0,54.0,0,10429,1005042.73,462108.99,30.05,1
CrunchMax,cereal,retail,128.27,78.74,49.53,38.61,5,58,54,media,8,Me identifico con la propuesta saludable,1,76.0,1,5904,757306.08,292425.12,29.1,1
GoldenGrain,cereal,marketplace,114.56,80.89,33.67,29.39,5,71,82,alta,7,Lo compraría solo en promoción,0,54.0,0,9803,1123031.68,330067.01,38.69,1
KidsStar,cereal,marketplace,108.74,62.31,46.43,42.7,7,64,54,media,9,Me encanta el sabor y la textura,1,83.0,1,7097,771727.78,329513.71,14.43,0
HoneyOats,cereal,marketplace,89.22,55.37,33.85,37.94,7,72,26,media,7,Podría mejorar el sabor,0,54.0,0,6958,620792.76,235528.3,8.95,0
HoneyOats,cereal,retail,106.6,65.17,41.43,38.86,6,75,20,media,6,"Nada extraordinario, pero ok",0,47.0,0,7320,780312.0,303267.6,11.35,0
ChocoBoom,cereal,retail,66.36,31.67,34.69,52.28,5,85,47,alta,10,Se siente premium y de buena calidad,1,90.0,1,24927,1654155.72,864717.63,71.81,1
FitMorning,cereal,retail,121.49,66.19,55.3,45.52,6,59,74,media,6,Podría mejorar el sabor,0,47.0,0,6200,753238.0,342860.0,21.54,1
KidsStar,cereal,retail,108.73,67.01,41.72,38.37,10,72,76,alta,8,Se siente premium y de buena calidad,1,76.0,1,9467,1029346.91,394963.24,17.74,0
VitalMix,cereal,retail,124.41,57.44,66.97,53.83,7,55,71,media,6,Es un cereal promedio,0,47.0,0,5428,675297.48,363513.16,4.41,0
VitalMix,cereal,marketplace,86.49,44.43,42.06,48.63,8,76,58,media,7,Es un cereal promedio,0,54.0,0,8959,774863.91,376815.54,21.84,1
KidsStar,cereal,retail,68.32,35.68,32.64,47.78,5,87,52,media,5,Es un cereal promedio,0,40.0,0,16291,1113001.12,531738.24,45.49,1
FitMorning,cereal,retail,162.01,73.1,88.91,54.88,9,71,63,alta,6,Podría mejorar el sabor,0,47.0,0,4935,799519.35,438770.85,-2.3,0
GoldenGrain,cereal,retail,76.3,50.37,25.93,33.98,4,85,35,media,4,No conecté con la marca,-1,18.0,0,12007,916134.1,311341.51,26.6,1
FitMorning,cereal,marketplace,134.66,73.18,61.48,45.66,7,60,61,media,6,"Nada extraordinario, pero ok",0,47.0,0,4584,617281.44,281824.32,8.35,0
KidsStar,cereal,marketplace,91.04,66.22,24.82,27.26,6,84,74,baja,7,Lo compraría solo en promoción,0,54.0,0,10297,937438.88,255571.54,24.31,1
KidsStar,cereal,retail,105.12,69.58,35.54,33.81,6,82,53,media,7,Es un cereal promedio,0,54.0,0,9920,1042790.4,352556.8,20.09,1
CrunchMax,cereal,marketplace,61.6,31.44,30.16,48.96,6,86,33,alta,3,No me gustó el sabor,-1,11.0,0,9333,574912.8,281483.28,18.33,0
FiberPlus,cereal,marketplace,124.75,90.39,34.36,27.54,6,48,72,baja,6,Es un cereal promedio,0,47.0,0,4136,515966.0,142112.96,10.51,0
CrunchMax,cereal,marketplace,70.18,49.32,20.86,29.72,6,79,82,alta,6,Podría mejorar el sabor,0,47.0,0,13392,939850.56,279357.12,34.14,1
ChocoBoom,cereal,retail,59.74,38.58,21.16,35.42,8,89,69,media,10,"Me gusta mucho esta marca, la volvería a comprar",1,90.0,1,22560,1347734.4,477369.6,44.97,1
KidsStar,cereal,marketplace,114.43,64.53,49.9,43.61,9,77,66,media,6,Es un cereal promedio,0,47.0,0,6802,778352.86,339419.8,5.63,0
VitalMix,cereal,retail,84.05,55.98,28.07,33.4,10,63,49,media,6,"Está bien, cumple",0,47.0,0,7680,645504.0,215577.6,6.4,0
CornCrisp,cereal,marketplace,59.85,40.43,19.42,32.45,8,70,62,media,9,Me identifico con la propuesta saludable,1,83.0,1,12150,727177.5,235953.0,31.31,1
FitMorning,cereal,marketplace,114.76,70.01,44.75,38.99,6,73,55,alta,6,"Está bien, cumple",0,47.0,0,7738,888012.88,346275.5,16.5,0
FitMorning,cereal,retail,116.2,80.17,36.03,31.01,6,68,83,media,6,Es un cereal promedio,0,47.0,0,7968,925881.6,287087.04,20.12,1
ChocoBoom,cereal,marketplace,99.17,48.9,50.27,50.69,6,71,55,media,10,Se siente premium y de buena calidad,1,90.0,1,9764,968295.88,490836.28,35.34,1
FiberPlus,cereal,retail,70.97,35.34,35.63,50.2,6,87,56,media,8,Se siente premium y de buena calidad,1,76.0,1,19834,1407618.98,706685.42,42.7,1
ChocoBoom,cereal,retail,35.0,24.46,10.54,30.11,8,82,62,media,8,Gran relación calidad-precio,1,76.0,1,18425,644875.0,194199.5,28.5,1
GoldenGrain,cereal,marketplace,89.15,46.12,43.03,48.27,7,65,55,baja,6,Lo compraría solo en promoción,0,47.0,0,7210,642771.5,310246.3,7.73,0
CornCrisp,cereal,retail,63.93,35.23,28.7,44.89,7,86,75,media,5,"Está bien, cumple",0,40.0,0,15743,1006449.99,451824.1,30.38,1
GoldenGrain,cereal,retail,96.5,47.08,49.42,51.21,8,69,51,media,6,"Está bien, cumple",0,47.0,0,8612,831058.0,425605.04,8.15,0
GoldenGrain,cereal,retail,113.45,74.56,38.89,34.28,7,71,61,media,6,Podría mejorar el sabor,0,47.0,0,7589,860972.05,295136.21,13.06,0
KidsStar,cereal,marketplace,74.34,40.32,34.02,45.76,9,81,50,baja,9,Gran relación calidad-precio,1,83.0,1,10823,804581.82,368198.46,13.41,0
VitalMix,cereal,marketplace,159.63,114.11,45.52,28.52,8,55,68,media,6,Lo compraría solo en promoción,0,47.0,0,2899,462767.37,131962.48,-1.94,0
CerealNova,cereal,retail,90.0,48.75,41.25,45.83,8,60,66,baja,7,"Nada extraordinario, pero ok",0,54.0,0,7427,668430.0,306363.75,7.58,0
HoneyOats,cereal,marketplace,64.48,42.86,21.62,33.53,8,72,59,baja,7,Es un cereal promedio,0,54.0,0,8758,564715.84,189347.96,13.84,0
CerealNova,cereal,retail,79.21,36.18,43.03,54.32,8,65,69,media,6,Es un cereal promedio,0,47.0,0,9591,759703.11,412700.73,21.81,1
FitMorning,cereal,retail,179.03,113.1,65.93,36.83,7,68,62,alta,6,"Nada extraordinario, pero ok",0,47.0,0,5941,1063617.23,391690.13,10.27,0
HoneyOats,cereal,marketplace,105.47,58.02,47.45,44.99,9,78,38,alta,6,Es un cereal promedio,0,47.0,0,6772,714242.84,321331.4,-2.2,0
VitalMix,cereal,marketplace,106.02,61.13,44.89,42.34,8,72,80,media,8,Me encanta el sabor y la textura,1,76.0,1,8631,915058.62,387445.59,23.85,1
HoneyOats,cereal,marketplace,80.15,39.8,40.35,50.34,7,82,70,media,7,Lo compraría solo en promoción,0,54.0,0,10665,854799.75,430332.75,27.26,1
GoldenGrain,cereal,retail,129.75,67.71,62.04,47.82,9,70,43,baja,6,"Está bien, cumple",0,47.0,0,4646,602818.5,288237.84,-11.33,0
CerealNova,cereal,retail,52.52,35.73,16.79,31.97,7,83,43,alta,7,Lo compraría solo en promoción,0,54.0,0,16903,887745.56,283801.37,34.4,1
CrunchMax,cereal,marketplace,57.04,34.5,22.54,39.52,8,75,54,baja,7,Lo compraría solo en promoción,0,54.0,0,9888,564011.52,222875.52,5.16,0
ChocoBoom,cereal,retail,59.06,32.14,26.92,45.58,7,79,67,media,8,Me identifico con la propuesta saludable,1,76.0,1,19080,1126864.8,513633.6,39.17,1
ChocoBoom,cereal,retail,62.27,29.17,33.1,53.16,8,88,87,media,9,Me encanta el sabor y la textura,1,83.0,1,22876,1424488.52,757195.6,43.7,1
GoldenGrain,cereal,retail,110.59,56.0,54.59,49.36,7,72,39,media,4,No me gustó el sabor,-1,18.0,0,5837,645513.83,318641.83,2.17,0
CornCrisp,cereal,marketplace,71.29,47.44,23.85,33.45,7,82,61,media,6,Podría mejorar el sabor,0,47.0,0,10627,757598.83,253453.95,7.0,0
ChocoBoom,cereal,retail,51.53,24.46,27.07,52.53,7,93,59,media,6,"Nada extraordinario, pero ok",0,47.0,0,17893,922026.29,484363.51,40.54,1
GoldenGrain,cereal,retail,102.55,58.05,44.5,43.39,6,75,44,media,7,Podría mejorar el sabor,0,54.0,0,9557,980070.35,425286.5,16.53,0
FitMorning,cereal,marketplace,134.1,67.92,66.18,49.35,7,54,65,baja,4,No conecté con la marca,-1,18.0,0,2930,392913.0,193907.4,1.58,0
GoldenGrain,cereal,marketplace,161.47,118.45,43.02,26.64,7,53,63,media,6,Es un cereal promedio,0,47.0,0,3368,543830.96,144891.36,-6.52,0
VitalMix,cereal,retail,121.44,82.77,38.67,31.84,5,65,77,media,8,Se siente premium y de buena calidad,1,76.0,1,8624,1047298.56,333490.08,36.69,1
FitMorning,cereal,retail,111.53,61.1,50.43,45.22,7,70,55,media,5,"Está bien, cumple",0,40.0,0,7123,794428.19,359212.89,9.38,0
FitMorning,cereal,retail,87.52,57.6,29.92,34.19,10,63,59,baja,5,"Nada extraordinario, pero ok",0,40.0,0,6502,569055.04,194539.84,-14.75,0
GoldenGrain,cereal,retail,124.05,56.55,67.5,54.41,5,76,49,alta,8,Se siente premium y de buena calidad,1,76.0,1,10073,1249555.65,679927.5,33.76,1
HoneyOats,cereal,marketplace,70.48,40.02,30.46,43.22,7,83,58,alta,5,Lo compraría solo en promoción,0,40.0,0,11668,822360.64,355407.28,25.7,1
VitalMix,cereal,retail,142.44,86.04,56.4,39.6,8,64,54,baja,8,Gran relación calidad-precio,1,76.0,1,4864,692828.16,274329.6,3.73,0
FiberPlus,cereal,marketplace,130.21,87.82,42.39,32.56,7,57,46,media,6,"Está bien, cumple",0,47.0,0,4078,530996.38,172866.42,4.26,0
FitMorning,cereal,retail,114.62,76.63,37.99,33.14,9,58,66,baja,8,Se siente premium y de buena calidad,1,76.0,1,6151,705027.62,233676.49,-12.72,0
ChocoBoom,cereal,marketplace,97.87,70.73,27.14,27.73,7,76,68,baja,8,Gran relación calidad-precio,1,76.0,1,8970,877893.9,243445.8,25.47,1
HoneyOats,cereal,retail,117.39,53.46,63.93,54.46,9,82,48,alta,4,No conecté con la marca,-1,18.0,0,5454,640245.06,348674.22,-0.75,0
CornCrisp,cereal,retail,93.98,56.93,37.05,39.42,4,67,62,media,6,Lo compraría solo en promoción,0,47.0,0,9565,898918.7,354383.25,33.76,1
FiberPlus,cereal,retail,102.88,61.66,41.22,40.07,8,73,65,media,7,Podría mejorar el sabor,0,54.0,0,8949,920673.12,368877.78,20.93,1
FiberPlus,cereal,retail,94.95,52.33,42.62,44.89,8,83,64,media,7,"Está bien, cumple",0,54.0,0,11180,1061541.0,476491.6,16.05,0
KidsStar,cereal,marketplace,66.29,43.71,22.58,34.06,7,74,78,baja,6,"Está bien, cumple",0,47.0,0,10334,685040.86,233341.72,33.56,1
CornCrisp,cereal,retail,110.02,63.05,46.97,42.69,9,71,43,media,5,Es un cereal promedio,0,40.0,0,5344,587946.88,251007.68,2.0,0
FitMorning,cereal,retail,97.62,53.15,44.47,45.55,8,59,65,baja,5,"Nada extraordinario, pero ok",0,40.0,0,6113,596751.06,271845.11,5.58,0
ChocoBoom,cereal,retail,46.53,26.69,19.84,42.64,8,91,63,media,9,Se siente premium y de buena calidad,1,83.0,1,20942,974431.26,415489.28,42.29,1
CrunchMax,cereal,marketplace,50.94,25.1,25.84,50.73,6,87,44,media,4,No me convence el producto,-1,18.0,0,10471,533392.74,270570.64,20.91,1
CerealNova,cereal,marketplace,99.76,59.62,40.14,40.24,8,75,47,alta,7,"Nada extraordinario, pero ok",0,54.0,0,7952,793291.52,319193.28,11.95,0
FitMorning,cereal,retail,123.09,72.0,51.09,41.51,6,53,58,baja,5,Lo compraría solo en promoción,0,40.0,0,4483,551812.47,229036.47,9.1,0
KidsStar,cereal,retail,82.23,42.61,39.62,48.18,7,90,70,baja,7,Lo compraría solo en promoción,0,54.0,0,13938,1146121.74,552223.56,39.49,1
VitalMix,cereal,retail,148.19,73.33,74.86,50.52,8,56,53,media,8,Se siente premium y de buena calidad,1,76.0,1,4350,644626.5,325641.0,17.9,0
CrunchMax,cereal,retail,81.25,51.81,29.44,36.23,7,78,45,alta,6,Podría mejorar el sabor,0,47.0,0,11801,958831.25,347421.44,14.18,0
CerealNova,cereal,retail,78.45,54.24,24.21,30.86,8,47,56,baja,7,"Está bien, cumple",0,54.0,0,6556,514318.2,158720.76,-0.67,0
KidsStar,cereal,retail,87.8,47.48,40.32,45.92,6,74,54,media,6,Lo compraría solo en promoción,0,47.0,0,10714,940689.2,431988.48,16.23,0
HoneyOats,cereal,retail,66.58,40.51,26.07,39.16,8,84,48,media,7,Es un cereal promedio,0,54.0,0,13956,929190.48,363832.92,22.91,1
FiberPlus,cereal,marketplace,73.2,44.35,28.85,39.41,5,81,87,alta,5,Es un cereal promedio,0,40.0,0,14624,1070476.8,421902.4,42.04,1
GoldenGrain,cereal,retail,118.49,70.29,48.2,40.68,5,74,37,media,6,Es un cereal promedio,0,47.0,0,7367,872915.83,355089.4,12.77,0
CrunchMax,cereal,retail,74.19,41.54,32.65,44.01,7,81,46,alta,5,Es un cereal promedio,0,40.0,0,12823,951338.37,418670.95,30.86,1
KidsStar,cereal,retail,85.88,39.0,46.88,54.59,10,87,68,media,8,Me encanta el sabor y la textura,1,76.0,1,13755,1181279.4,644834.4,23.81,1
GoldenGrain,cereal,marketplace,118.66,74.03,44.63,37.61,7,73,53,media,7,"Nada extraordinario, pero ok",0,54.0,0,6773,803684.18,302278.99,16.25,0
KidsStar,cereal,retail,80.54,49.58,30.96,38.44,7,93,73,media,8,Me encanta el sabor y la textura,1,76.0,1,18613,1499091.02,576258.48,37.75,1
FiberPlus,cereal,retail,94.97,48.1,46.87,49.35,8,76,72,media,7,"Nada extraordinario, pero ok",0,54.0,0,10693,1015514.21,501180.91,10.53,0
VitalMix,cereal,retail,127.92,60.62,67.3,52.61,8,65,64,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,6364,814082.88,428297.2,17.59,0
HoneyOats,cereal,retail,64.22,33.36,30.86,48.05,7,80,67,alta,7,"Nada extraordinario, pero ok",0,54.0,0,17371,1115565.62,536069.06,39.78,1
CerealNova,cereal,marketplace,91.69,59.61,32.08,34.99,4,73,44,baja,7,Es un cereal promedio,0,54.0,0,7865,721141.85,252309.2,22.56,1
KidsStar,cereal,retail,87.2,41.35,45.85,52.58,7,77,63,alta,7,Es un cereal promedio,0,54.0,0,12960,1130112.0,594216.0,27.3,1
CornCrisp,cereal,marketplace,91.01,47.45,43.56,47.86,6,86,59,media,5,Lo compraría solo en promoción,0,40.0,0,9209,838111.09,401144.04,22.76,1
HoneyOats,cereal,retail,77.54,44.89,32.65,42.11,6,84,53,alta,7,Es un cereal promedio,0,54.0,0,15201,1178685.54,496312.65,44.26,1
GoldenGrain,cereal,retail,120.59,55.41,65.18,54.05,5,43,60,baja,7,Es un cereal promedio,0,54.0,0,4479,540122.61,291941.22,20.33,1
FiberPlus,cereal,retail,109.5,63.63,45.87,41.89,6,72,83,media,6,Es un cereal promedio,0,47.0,0,9333,1021963.5,428104.71,22.71,1
FitMorning,cereal,retail,101.97,61.37,40.6,39.82,8,89,71,alta,7,Es un cereal promedio,0,54.0,0,12549,1279621.53,509489.4,22.23,1
KidsStar,cereal,retail,74.39,33.65,40.74,54.77,7,83,72,alta,9,Gran relación calidad-precio,1,83.0,1,20812,1548204.68,847880.88,40.97,1
GoldenGrain,cereal,retail,77.26,50.6,26.66,34.51,7,76,44,media,8,Gran relación calidad-precio,1,76.0,1,14854,1147620.04,396007.64,33.93,1
VitalMix,cereal,retail,101.79,69.99,31.8,31.24,6,66,46,media,7,"Está bien, cumple",0,54.0,0,7836,797626.44,249184.8,16.6,0
HoneyOats,cereal,retail,88.8,58.66,30.14,33.94,9,68,54,alta,7,"Está bien, cumple",0,54.0,0,9368,831878.4,282351.52,13.72,0
FiberPlus,cereal,retail,106.09,50.02,56.07,52.85,7,57,63,baja,6,Lo compraría solo en promoción,0,47.0,0,6368,675581.12,357053.76,9.65,0
ChocoBoom,cereal,retail,35.0,19.24,15.76,45.03,7,83,65,baja,9,Se siente premium y de buena calidad,1,83.0,1,18777,657195.0,295925.52,30.87,1
FiberPlus,cereal,retail,123.04,58.0,65.04,52.86,8,60,61,baja,4,Me pareció caro para lo que ofrece,-1,18.0,0,4298,528825.92,279541.92,-5.66,0
GoldenGrain,cereal,retail,133.49,81.98,51.51,38.59,7,65,52,media,4,No lo volvería a comprar,-1,18.0,0,4051,540767.99,208667.01,-2.75,0
FitMorning,cereal,retail,134.12,77.9,56.22,41.92,8,58,69,baja,5,Lo compraría solo en promoción,0,40.0,0,3742,501877.04,210375.24,-3.06,0
CerealNova,cereal,retail,88.89,47.49,41.4,46.57,6,79,73,media,6,"Está bien, cumple",0,47.0,0,12057,1071746.73,499159.8,19.94,1
GoldenGrain,cereal,marketplace,105.3,52.98,52.32,49.69,8,81,47,alta,7,"Nada extraordinario, pero ok",0,54.0,0,8836,930430.8,462299.52,23.08,1
HoneyOats,cereal,retail,107.17,72.54,34.63,32.31,10,82,46,alta,6,"Está bien, cumple",0,47.0,0,8107,868827.19,280745.41,8.23,0
GoldenGrain,cereal,marketplace,131.91,88.49,43.42,32.92,7,75,66,baja,7,Es un cereal promedio,0,54.0,0,5967,787106.97,259087.14,9.96,0
CerealNova,cereal,retail,76.1,37.26,38.84,51.04,7,63,60,baja,7,Lo compraría solo en promoción,0,54.0,0,10083,767316.3,391623.72,26.08,1
CornCrisp,cereal,retail,76.91,47.04,29.87,38.84,10,84,44,baja,8,Me encanta el sabor y la textura,1,76.0,1,11215,862545.65,334992.05,0.16,0
VitalMix,cereal,marketplace,131.56,66.18,65.38,49.7,7,68,53,media,6,Podría mejorar el sabor,0,47.0,0,5328,700951.68,348344.64,9.87,0
HoneyOats,cereal,retail,88.48,54.19,34.29,38.75,7,78,55,media,8,Me identifico con la propuesta saludable,1,76.0,1,12374,1094851.52,424304.46,27.79,1
GoldenGrain,cereal,retail,118.36,79.33,39.03,32.98,7,60,55,media,5,"Está bien, cumple",0,40.0,0,5698,674415.28,222392.94,1.89,0
FiberPlus,cereal,retail,81.72,41.22,40.5,49.56,7,67,66,baja,5,Es un cereal promedio,0,40.0,0,9591,783776.52,388435.5,18.48,0
